time,station,average_temperature,humidity
2018-09,467660,28.1,79
2018-09,467770,27.8,76
2018-09,467990,26.4,80
2018-10,466880,23.1,74
2018-10,466900,22.1,80
2018-10,466910,16.7,92
2018-10,466920,23.3,71
2018-10,466930,18.4,85
2018-10,466940,23.3,72
2018-10,466950,23.1,69
2018-10,466990,24.2,73
2018-10,467050,23.1,73
2018-10,467060,22.8,78
2018-10,467080,22.8,77
2018-10,467110,23.4,63
2018-10,467300,25.4,73
2018-10,467350,25.1,73
2018-10,467410,25.8,70
2018-10,467440,26.8,70
2018-10,467480,24.6,75
2018-10,467490,24.9,68
2018-10,467530,11.8,89
2018-10,467540,25.3,70
2018-10,467550,4.8,78
2018-10,467571,23.6,69
2018-10,467590,26.1,71
2018-10,467610,24.3,76
2018-10,467620,23.3,87
2018-10,467650,20.2,77
2018-10,467660,25.1,74
2018-10,467770,23.5,71
2018-10,467990,21.6,71
2018-11,466880,22.4,78
2018-11,466900,22.0,84
2018-11,466910,16.3,95
2018-11,466920,22.7,74
2018-11,466930,18.0,88
2018-11,466940,22.3,76
2018-11,466950,21.8,80
2018-11,466990,22.8,78
2018-11,467050,21.8,82
2018-11,467060,21.8,84
2018-11,467080,22.0,87
2018-11,467110,20.7,75
2018-11,467300,24.2,75
2018-11,467350,23.5,81
2018-11,467410,24.2,76
2018-11,467440,25.6,73
2018-11,467480,23.1,80
2018-11,467490,23.4,75
2018-11,467530,11.0,85
2018-11,467540,24.3,73
2018-11,467550,4.4,67
2018-11,467571,22.3,76
2018-11,467590,25.3,74
2018-11,467610,22.9,81
2018-11,467620,22.3,92
2018-11,467650,19.3,76
2018-11,467660,24.0,77
2018-11,467770,22.3,79
2018-11,467990,18.2,84
2018-12,466880,19.1,82
2018-12,466900,18.6,85
2018-12,466910,13.5,92
2018-12,466920,19.5,75
2018-12,466930,15.0,87
2018-12,466940,19.1,77
2018-12,466950,18.7,81
2018-12,466990,21.0,75
2018-12,467050,18.5,82
2018-12,467060,19.0,85
2018-12,467080,19.3,85
2018-12,467110,17.2,72
2018-12,467300,21.6,75
2018-12,467350,20.7,80
2018-12,467410,21.6,74
2018-12,467440,23.4,70
2018-12,467480,20.7,75
2018-12,467490,20.8,72
2018-12,467530,10.0,84
2018-12,467540,22.7,70
2018-12,467550,5.1,65
2018-12,467571,19.1,75
2018-12,467590,23.6,71
2018-12,467610,21.1,75
2018-12,467620,20.6,92
2018-12,467650,17.8,74
2018-12,467660,22.0,74
2018-12,467770,19.5,77
2018-12,467990,14.0,81
