time,station,average_temperature,humidity
2010-01,467571,15.9,77
2010-01,466920,16.9,78
2010-01,467540,20.8,70
2010-01,466900,16.0,81
2010-01,467350,17.5,75
2010-01,467060,16.9,82
2010-01,467110,13.3,75
2010-01,467440,19.9,72
2010-01,467660,19.9,72
2010-01,467480,17.2,75
2010-01,467080,16.6,78
2010-01,466950,16.0,79
2010-01,466990,18.5,75
2010-01,466910,11.1,91
2010-01,467410,18.3,70
2010-01,466930,12.5,82
2010-01,467550,-0.2,63
2010-01,467610,19.5,74
2010-01,467770,16.2,78
2010-01,467530,6.8,82
2010-01,467650,14.4,78
2010-01,467490,17.1,75
2010-01,467990,10.5,88
2010-01,467300,18.8,76
2010-01,467590,21.3,68
2010-01,466940,16.5,81
2010-01,467620,18.9,86
2010-01,466880,16.7,76
2010-02,467571,16.7,84
2010-02,466920,17.6,84
2010-02,467540,22.7,74
2010-02,466900,16.3,86
2010-02,467350,18.5,83
2010-02,467060,18.3,84
2010-02,467110,13.3,84
2010-02,467440,21.5,74
2010-02,467660,21.9,76
2010-02,467480,19.1,77
2010-02,467080,18.3,80
2010-02,466950,16.8,85
2010-02,466990,20.2,77
2010-02,466910,12.7,90
2010-02,467410,20.2,74
2010-02,466930,14.0,85
2010-02,467550,-0.7,79
2010-02,467610,21.4,78
2010-02,467770,17.5,82
2010-02,467530,8.8,79
2010-02,467650,16.1,78
2010-02,467490,18.5,80
2010-02,467990,11.4,91
2010-02,467300,20.0,82
2010-02,467590,22.7,76
2010-02,466940,16.6,88
2010-02,467620,20.8,91
2010-02,466880,17.3,82
2010-03,467571,19.0,75
2010-03,466920,20.0,72
2010-03,467540,23.1,71
2010-03,466900,18.6,77
2010-03,467350,20.9,77
2010-03,467060,19.8,76
2010-03,467110,15.4,77
2010-03,467440,23.7,69
2010-03,467660,22.4,73
2010-03,467480,21.4,73
2010-03,467080,19.7,74
2010-03,466950,17.9,79
2010-03,466990,21.0,72
2010-03,466910,14.0,88
2010-03,467410,22.8,66
2010-03,466930,15.6,81
2010-03,467550,2.6,66
2010-03,467610,21.9,76
2010-03,467770,19.8,75
2010-03,467530,10.3,74
2010-03,467650,17.5,78
2010-03,467490,21.1,72
2010-03,467990,12.6,85
2010-03,467300,22.0,77
2010-03,467590,23.9,72
2010-03,466940,18.6,78
2010-03,467620,21.1,86
2010-03,466880,19.7,74
2010-04,467571,20.3,78
2010-04,466920,20.7,78
2010-04,467540,24.1,73
2010-04,466900,19.8,80
2010-04,467350,21.7,82
2010-04,467060,20.7,81
2010-04,467110,17.1,80
2010-04,467440,24.9,74
2010-04,467660,23.5,76
2010-04,467480,22.2,78
2010-04,467080,20.7,78
2010-04,466950,19.4,81
2010-04,466990,21.9,72
2010-04,466910,14.6,92
2010-04,467410,23.7,70
2010-04,466930,16.5,82
2010-04,467550,3.8,81
2010-04,467610,22.9,81
2010-04,467770,21.0,78
2010-04,467530,12.2,86
2010-04,467650,18.5,84
2010-04,467490,22.0,78
2010-04,467990,14.5,88
2010-04,467300,22.8,79
2010-04,467590,24.9,71
2010-04,466940,19.9,80
2010-04,467620,21.9,90
2010-04,466880,20.6,77
2010-05,467571,25.0,77
2010-05,466920,25.5,75
2010-05,467540,26.6,78
2010-05,466900,24.4,79
2010-05,467350,25.2,85
2010-05,467060,24.9,79
2010-05,467110,21.8,83
2010-05,467440,27.8,75
2010-05,467660,26.5,79
2010-05,467480,26.5,77
2010-05,467080,24.9,79
2010-05,466950,23.2,82
2010-05,466990,25.5,75
2010-05,466910,19.3,90
2010-05,467410,27.6,71
2010-05,466930,21.1,82
2010-05,467550,5.9,81
2010-05,467610,25.7,83
2010-05,467770,25.2,79
2010-05,467530,13.9,89
2010-05,467650,21.4,84
2010-05,467490,26.6,75
2010-05,467990,19.6,90
2010-05,467300,25.9,82
2010-05,467590,27.2,75
2010-05,466940,24.5,79
2010-05,467620,24.1,91
2010-05,466880,25.2,76
2010-06,467571,26.5,78
2010-06,466920,26.2,82
2010-06,467540,28.0,75
2010-06,466900,25.2,85
2010-06,467350,26.8,87
2010-06,467060,25.8,83
2010-06,467110,24.3,88
2010-06,467440,28.3,79
2010-06,467660,27.7,80
2010-06,467480,27.7,80
2010-06,467080,25.8,82
2010-06,466950,24.4,89
2010-06,466990,26.5,79
2010-06,466910,20.5,92
2010-06,467410,28.1,75
2010-06,466930,22.3,89
2010-06,467550,6.8,84
2010-06,467610,27.0,83
2010-06,467770,26.6,79
2010-06,467530,14.5,93
2010-06,467650,21.6,87
2010-06,467490,27.1,78
2010-06,467990,23.1,89
2010-06,467300,27.5,85
2010-06,467590,28.0,84
2010-06,466940,25.6,83
2010-06,467620,25.3,92
2010-06,466880,26.0,80
2010-07,467571,29.9,73
2010-07,466920,30.3,69
2010-07,467540,29.1,75
2010-07,466900,29.5,72
2010-07,467350,28.6,84
2010-07,467060,28.8,77
2010-07,467110,28.0,85
2010-07,467440,29.5,76
2010-07,467660,29.3,77
2010-07,467480,29.0,79
2010-07,467080,28.9,76
2010-07,466950,27.9,86
2010-07,466990,28.8,73
2010-07,466910,23.2,88
2010-07,467410,29.3,72
2010-07,466930,25.3,83
2010-07,467550,8.0,74
2010-07,467610,28.7,80
2010-07,467770,29.2,74
2010-07,467530,15.1,91
2010-07,467650,22.8,85
2010-07,467490,29.2,74
2010-07,467990,27.1,89
2010-07,467300,29.2,82
2010-07,467590,28.6,82
2010-07,466940,29.9,71
2010-07,467620,26.2,90
2010-07,466880,29.8,72
2010-08,467571,29.6,72
2010-08,466920,30.0,72
2010-08,467540,28.9,77
2010-08,466900,29.3,74
2010-08,467350,29.3,82
2010-08,467060,28.7,78
2010-08,467110,29.0,78
2010-08,467440,29.4,78
2010-08,467660,29.4,75
2010-08,467480,28.8,81
2010-08,467080,28.8,77
2010-08,466950,28.3,85
2010-08,466990,28.9,73
2010-08,466910,23.0,91
2010-08,467410,29.6,71
2010-08,466930,25.2,82
2010-08,467550,7.9,79
2010-08,467610,29.0,79
2010-08,467770,29.3,75
2010-08,467530,14.9,90
2010-08,467650,22.9,84
2010-08,467490,28.9,77
2010-08,467990,28.1,85
2010-08,467300,29.7,81
2010-08,467590,28.6,81
2010-08,466940,29.3,75
2010-08,467620,26.0,92
2010-08,466880,29.7,72
2010-09,467571,28.1,76
2010-09,466920,28.8,72
2010-09,467540,27.0,82
2010-09,466900,27.9,77
2010-09,467350,28.0,83
2010-09,467060,27.6,77
2010-09,467110,27.3,81
2010-09,467440,28.3,80
2010-09,467660,27.6,79
2010-09,467480,27.5,84
2010-09,467080,27.8,76
2010-09,466950,26.9,84
2010-09,466990,27.1,76
2010-09,466910,21.7,92
2010-09,467410,28.4,74
2010-09,466930,23.8,84
2010-09,467550,6.8,82
2010-09,467610,27.2,81
2010-09,467770,28.1,77
2010-09,467530,14.4,88
2010-09,467650,22.3,87
2010-09,467490,28.1,77
2010-09,467990,27.1,85
2010-09,467300,28.2,82
2010-09,467590,27.4,83
2010-09,466940,28.2,75
2010-09,467620,25.0,92
2010-09,466880,28.5,73
2010-10,467571,24.3,78
2010-10,466920,24.4,79
2010-10,467540,26.0,76
2010-10,466900,23.6,82
2010-10,467350,25.2,77
2010-10,467060,23.9,82
2010-10,467110,22.9,68
2010-10,467440,27.0,76
2010-10,467660,25.9,76
2010-10,467480,25.1,82
2010-10,467080,23.8,82
2010-10,466950,23.5,79
2010-10,466990,25.1,74
2010-10,466910,17.7,97
2010-10,467410,26.3,72
2010-10,466930,19.8,87
2010-10,467550,6.2,73
2010-10,467610,25.6,78
2010-10,467770,24.7,75
2010-10,467530,13.2,88
2010-10,467650,20.7,85
2010-10,467490,25.9,72
2010-10,467990,21.4,77
2010-10,467300,25.5,78
2010-10,467590,26.3,76
2010-10,466940,24.0,79
2010-10,467620,23.6,88
2010-10,466880,24.3,76
2010-11,467571,20.9,76
2010-11,466920,21.1,75
2010-11,467540,23.7,69
2010-11,466900,20.4,80
2010-11,467350,21.5,76
2010-11,467060,20.3,82
2010-11,467110,18.9,70
2010-11,467440,23.7,74
2010-11,467660,22.9,70
2010-11,467480,20.9,83
2010-11,467080,20.2,83
2010-11,466950,20.6,72
2010-11,466990,21.9,71
2010-11,466910,14.6,94
2010-11,467410,22.1,73
2010-11,466930,16.4,87
2010-11,467550,2.8,68
2010-11,467610,22.5,74
2010-11,467770,20.9,76
2010-11,467530,10.2,85
2010-11,467650,17.7,80
2010-11,467490,21.8,71
2010-11,467990,17.0,78
2010-11,467300,22.2,73
2010-11,467590,23.9,69
2010-11,466940,20.9,76
2010-11,467620,21.1,81
2010-11,466880,21.0,74
2010-12,467571,16.4,74
2010-12,466920,17.5,70
2010-12,467540,20.8,68
2010-12,466900,16.2,74
2010-12,467350,19.0,70
2010-12,467060,17.2,73
2010-12,467110,14.8,73
2010-12,467440,20.9,67
2010-12,467660,20.1,66
2010-12,467480,17.6,76
2010-12,467080,17.1,73
2010-12,466950,17.0,71
2010-12,466990,18.8,66
2010-12,466910,11.2,83
2010-12,467410,19.2,66
2010-12,466930,12.9,77
2010-12,467550,-0.2,56
2010-12,467610,19.5,72
2010-12,467770,17.3,71
2010-12,467530,7.3,76
2010-12,467650,14.5,73
2010-12,467490,18.1,67
2010-12,467990,13.5,75
2010-12,467300,19.9,69
2010-12,467590,21.4,69
2010-12,466940,16.9,69
2010-12,467620,18.8,78
2010-12,466880,16.9,72
2011-01,467571,13.3,86
2011-01,466920,13.7,83
2011-01,467540,18.8,68
2011-01,466900,12.7,84
2011-01,467350,14.2,79
2011-01,467060,13.9,81
2011-01,467110,10.6,70
2011-01,467440,17.5,72
2011-01,467660,17.7,68
2011-01,467480,14.7,80
2011-01,467080,13.9,84
2011-01,466950,12.7,80
2011-01,466990,16.4,71
2011-01,466910,7.5,98
2011-01,467410,15.4,74
2011-01,466930,9.2,93
2011-01,467550,-2.2,78
2011-01,467610,17.3,72
2011-01,467770,13.8,79
2011-01,467530,5.5,91
2011-01,467650,12.5,81
2011-01,467490,14.9,74
2011-01,467990,7.1,76
2011-01,467300,15.5,78
2011-01,467590,19.2,70
2011-01,466940,13.6,79
2011-01,467620,16.2,90
2011-01,466880,13.6,81
2011-02,467571,15.2,86
2011-02,466920,16.9,78
2011-02,467540,20.8,71
2011-02,466900,15.2,81
2011-02,467350,15.6,82
2011-02,467060,17.2,79
2011-02,467110,12.6,77
2011-02,467440,20.1,72
2011-02,467660,20.3,69
2011-02,467480,16.9,81
2011-02,467080,17.1,80
2011-02,466950,16.1,78
2011-02,466990,18.7,73
2011-02,466910,11.1,91
2011-02,467410,17.9,73
2011-02,466930,12.7,88
2011-02,467550,-1.4,71
2011-02,467610,19.6,75
2011-02,467770,15.1,83
2011-02,467530,6.7,85
2011-02,467650,14.8,76
2011-02,467490,17.2,74
2011-02,467990,9.1,84
2011-02,467300,17.3,79
2011-02,467590,21.3,73
2011-02,466940,16.3,79
2011-02,467620,18.6,83
2011-02,466880,16.4,78
2011-03,467571,15.5,82
2011-03,466920,16.2,74
2011-03,467540,20.0,70
2011-03,466900,14.9,76
2011-03,467350,18.0,74
2011-03,467060,16.2,79
2011-03,467110,13.9,66
2011-03,467440,21.4,68
2011-03,467660,19.2,69
2011-03,467480,18.0,77
2011-03,467080,16.0,79
2011-03,466950,15.2,75
2011-03,466990,17.8,74
2011-03,466910,9.9,92
2011-03,467410,19.2,68
2011-03,466930,11.5,88
2011-03,467550,0.9,77
2011-03,467610,18.4,76
2011-03,467770,16.3,75
2011-03,467530,8.6,88
2011-03,467650,15.0,83
2011-03,467490,18.2,69
2011-03,467990,10.5,78
2011-03,467300,18.9,73
2011-03,467590,20.9,71
2011-03,466940,15.7,74
2011-03,467620,17.6,85
2011-03,466880,15.9,75
2011-04,467571,21.0,76
2011-04,466920,21.7,68
2011-04,467540,23.1,70
2011-04,466900,20.4,76
2011-04,467350,22.2,76
2011-04,467060,20.7,74
2011-04,467110,18.6,76
2011-04,467440,24.6,69
2011-04,467660,22.7,71
2011-04,467480,22.7,74
2011-04,467080,20.9,73
2011-04,466950,19.9,78
2011-04,466990,21.5,71
2011-04,466910,15.7,81
2011-04,467410,23.9,66
2011-04,466930,17.3,81
2011-04,467550,3.0,68
2011-04,467610,21.8,76
2011-04,467770,21.8,74
2011-04,467530,9.8,81
2011-04,467650,17.9,76
2011-04,467490,23.1,64
2011-04,467990,16.1,81
2011-04,467300,22.4,75
2011-04,467590,23.7,72
2011-04,466940,20.5,71
2011-04,467620,20.6,82
2011-04,466880,21.2,71
2011-05,467571,24.3,84
2011-05,466920,24.8,78
2011-05,467540,26.1,80
2011-05,466900,23.5,86
2011-05,467350,24.7,81
2011-05,467060,24.0,83
2011-05,467110,22.1,88
2011-05,467440,27.2,75
2011-05,467660,25.7,83
2011-05,467480,25.6,80
2011-05,467080,24.2,79
2011-05,466950,22.6,88
2011-05,466990,24.7,79
2011-05,466910,19.1,93
2011-05,467410,26.7,72
2011-05,466930,20.6,90
2011-05,467550,5.4,84
2011-05,467610,24.9,86
2011-05,467770,24.9,80
2011-05,467530,13.1,89
2011-05,467650,20.9,84
2011-05,467490,26.0,74
2011-05,467990,19.9,91
2011-05,467300,24.8,81
2011-05,467590,26.5,81
2011-05,466940,23.8,82
2011-05,467620,23.6,93
2011-05,466880,24.5,78
2011-06,467571,28.5,76
2011-06,466920,29.0,74
2011-06,467540,28.2,78
2011-06,466900,27.9,80
2011-06,467350,28.1,83
2011-06,467060,28.1,78
2011-06,467110,27.4,89
2011-06,467440,29.3,76
2011-06,467660,28.2,80
2011-06,467480,28.7,76
2011-06,467080,27.7,80
2011-06,466950,26.4,89
2011-06,466990,27.5,76
2011-06,466910,22.7,88
2011-06,467410,29.1,72
2011-06,466930,24.2,86
2011-06,467550,7.3,73
2011-06,467610,27.3,85
2011-06,467770,28.6,77
2011-06,467530,14.7,84
2011-06,467650,22.7,84
2011-06,467490,29.1,71
2011-06,467990,26.0,89
2011-06,467300,27.9,83
2011-06,467590,28.3,83
2011-06,466940,28.2,75
2011-06,467620,25.3,91
2011-06,466880,28.6,74
2011-07,467571,28.8,77
2011-07,466920,29.7,73
2011-07,467540,28.0,80
2011-07,466900,28.4,77
2011-07,467350,28.2,84
2011-07,467060,28.4,77
2011-07,467110,27.5,91
2011-07,467440,28.7,80
2011-07,467660,28.7,78
2011-07,467480,28.7,77
2011-07,467080,28.6,77
2011-07,466950,27.9,85
2011-07,466990,28.4,77
2011-07,466910,23.1,88
2011-07,467410,28.7,76
2011-07,466930,24.7,85
2011-07,467550,8.0,76
2011-07,467610,27.7,84
2011-07,467770,28.8,77
2011-07,467530,14.5,90
2011-07,467650,22.5,86
2011-07,467490,28.8,73
2011-07,467990,27.4,87
2011-07,467300,28.1,82
2011-07,467590,28.1,81
2011-07,466940,29.3,73
2011-07,467620,25.5,91
2011-07,466880,29.2,72
2011-08,467571,29.3,75
2011-08,466920,29.6,73
2011-08,467540,28.3,76
2011-08,466900,28.7,75
2011-08,467350,29.1,80
2011-08,467060,28.8,73
2011-08,467110,28.3,86
2011-08,467440,29.5,76
2011-08,467660,29.0,76
2011-08,467480,29.1,76
2011-08,467080,29.0,75
2011-08,466950,28.3,83
2011-08,466990,28.7,73
2011-08,466910,23.1,88
2011-08,467410,29.5,72
2011-08,466930,24.8,83
2011-08,467550,7.4,75
2011-08,467610,28.2,79
2011-08,467770,29.3,76
2011-08,467530,14.4,88
2011-08,467650,22.9,84
2011-08,467490,29.1,72
2011-08,467990,27.8,85
2011-08,467300,28.9,79
2011-08,467590,28.2,81
2011-08,466940,29.4,73
2011-08,467620,26.0,89
2011-08,466880,29.3,70
2011-09,467571,27.7,73
2011-09,466920,27.6,71
2011-09,467540,27.0,76
2011-09,466900,26.9,74
2011-09,467350,27.6,79
2011-09,467060,26.4,76
2011-09,467110,26.8,79
2011-09,467440,28.7,75
2011-09,467660,27.4,76
2011-09,467480,27.5,78
2011-09,467080,26.6,76
2011-09,466950,25.9,81
2011-09,466990,26.8,73
2011-09,466910,20.6,87
2011-09,467410,28.8,70
2011-09,466930,22.6,81
2011-09,467550,7.6,68
2011-09,467610,26.8,78
2011-09,467770,27.5,76
2011-09,467530,13.6,91
2011-09,467650,22.3,84
2011-09,467490,28.1,70
2011-09,467990,26.0,80
2011-09,467300,27.3,81
2011-09,467590,27.5,77
2011-09,466940,26.9,76
2011-09,467620,24.9,90
2011-09,466880,27.5,67
2011-10,467571,24.5,78
2011-10,466920,24.1,77
2011-10,467540,25.5,77
2011-10,466900,23.2,79
2011-10,467350,25.0,75
2011-10,467060,23.4,84
2011-10,467110,23.6,69
2011-10,467440,27.0,77
2011-10,467660,25.5,76
2011-10,467480,24.9,81
2011-10,467080,23.3,82
2011-10,466950,23.5,77
2011-10,466990,24.7,76
2011-10,466910,17.6,92
2011-10,467410,26.2,72
2011-10,466930,19.4,88
2011-10,467550,5.6,75
2011-10,467610,25.0,77
2011-10,467770,24.4,77
2011-10,467530,12.2,91
2011-10,467650,20.9,84
2011-10,467490,26.0,70
2011-10,467990,21.3,79
2011-10,467300,25.2,81
2011-10,467590,26.3,74
2011-10,466940,23.8,79
2011-10,467620,23.3,90
2011-10,466880,24.1,72
2011-11,467571,22.8,81
2011-11,466920,22.9,79
2011-11,467540,24.5,78
2011-11,466900,22.2,81
2011-11,467350,23.1,82
2011-11,467060,22.2,86
2011-11,467110,21.0,78
2011-11,467440,25.2,79
2011-11,467660,23.8,78
2011-11,467480,23.2,84
2011-11,467080,22.1,84
2011-11,466950,21.8,82
2011-11,466990,23.0,78
2011-11,466910,16.8,93
2011-11,467410,24.1,79
2011-11,466930,18.6,91
2011-11,467550,4.3,71
2011-11,467610,23.6,79
2011-11,467770,22.8,81
2011-11,467530,11.4,87
2011-11,467650,19.4,85
2011-11,467490,23.8,78
2011-11,467990,18.9,84
2011-11,467300,23.7,84
2011-11,467590,25.2,76
2011-11,466940,22.4,83
2011-11,467620,22.4,92
2011-11,466880,22.9,78
2011-12,467571,16.6,82
2011-12,466920,16.7,83
2011-12,467540,20.9,72
2011-12,466900,15.8,84
2011-12,467350,17.8,76
2011-12,467060,16.6,85
2011-12,467110,14.9,67
2011-12,467440,20.1,76
2011-12,467660,19.9,74
2011-12,467480,17.9,78
2011-12,467080,16.7,84
2011-12,466950,16.3,77
2011-12,466990,19.0,74
2011-12,466910,10.6,96
2011-12,467410,18.4,75
2011-12,466930,12.3,92
2011-12,467550,1.8,72
2011-12,467610,19.5,75
2011-12,467770,17.1,77
2011-12,467530,7.8,89
2011-12,467650,15.0,84
2011-12,467490,17.8,72
2011-12,467990,12.0,73
2011-12,467300,18.5,78
2011-12,467590,21.3,72
2011-12,466940,16.7,83
2011-12,467620,18.4,92
2011-12,466880,16.8,79
2012-01,467571,15.3,87
2012-01,466920,15.9,86
2012-01,467540,20.2,74
2012-01,466900,14.9,90
2012-01,467350,15.1,82
2012-01,467060,16.0,84
2012-01,467110,12.1,82
2012-01,467440,19.3,75
2012-01,467660,19.4,75
2012-01,467480,16.6,80
2012-01,467080,16.1,83
2012-01,466950,15.3,80
2012-01,466990,17.8,77
2012-01,466910,9.9,96
2012-01,467410,17.2,79
2012-01,466930,11.6,94
2012-01,467550,-1.5,76
2012-01,467610,18.8,78
2012-01,467770,15.5,83
2012-01,467530,6.5,83
2012-01,467650,14.1,82
2012-01,467490,16.6,75
2012-01,467990,8.9,86
2012-01,467300,16.1,84
2012-01,467590,21.0,74
2012-01,466940,15.5,85
2012-01,467620,18.1,91
2012-01,466880,15.8,81
2012-02,467571,15.0,91
2012-02,466920,16.4,86
2012-02,467540,21.2,76
2012-02,466900,14.8,88
2012-02,467350,14.9,84
2012-02,467060,16.7,86
2012-02,467110,11.9,83
2012-02,467440,20.1,76
2012-02,467660,20.3,74
2012-02,467480,16.6,80
2012-02,467080,16.9,83
2012-02,466950,15.7,83
2012-02,466990,18.7,78
2012-02,466910,11.0,94
2012-02,467410,17.6,80
2012-02,466930,12.6,94
2012-02,467550,0.0,85
2012-02,467610,19.9,79
2012-02,467770,14.4,86
2012-02,467530,8.0,89
2012-02,467650,15.5,81
2012-02,467490,16.7,75
2012-02,467990,8.4,87
2012-02,467300,16.6,85
2012-02,467590,21.9,78
2012-02,466940,15.7,87
2012-02,467620,19.2,91
2012-02,466880,16.2,80
2012-03,467571,17.4,81
2012-03,466920,18.8,78
2012-03,467540,23.2,74
2012-03,466900,17.1,81
2012-03,467350,19.2,79
2012-03,467060,19.4,79
2012-03,467110,15.1,80
2012-03,467440,23.6,71
2012-03,467660,22.5,73
2012-03,467480,19.9,82
2012-03,467080,19.5,76
2012-03,466950,17.9,79
2012-03,466990,20.8,76
2012-03,466910,13.7,88
2012-03,467410,21.4,73
2012-03,466930,15.3,87
2012-03,467550,2.2,74
2012-03,467610,21.8,79
2012-03,467770,17.8,80
2012-03,467530,10.2,79
2012-03,467650,17.9,78
2012-03,467490,19.8,75
2012-03,467990,11.4,86
2012-03,467300,20.4,81
2012-03,467590,24.0,75
2012-03,466940,17.6,81
2012-03,467620,20.9,86
2012-03,466880,18.5,74
2012-04,467571,23.3,78
2012-04,466920,23.1,76
2012-04,467540,24.9,77
2012-04,466900,22.4,81
2012-04,467350,24.4,80
2012-04,467060,22.3,79
2012-04,467110,20.1,86
2012-04,467440,26.6,77
2012-04,467660,24.3,77
2012-04,467480,24.8,80
2012-04,467080,22.2,77
2012-04,466950,21.4,81
2012-04,466990,22.8,77
2012-04,466910,17.3,89
2012-04,467410,26.1,74
2012-04,466930,19.0,85
2012-04,467550,2.8,92
2012-04,467610,23.5,82
2012-04,467770,24.1,79
2012-04,467530,11.3,91
2012-04,467650,19.4,81
2012-04,467490,24.6,75
2012-04,467990,17.8,86
2012-04,467300,24.7,81
2012-04,467590,25.8,78
2012-04,466940,22.6,77
2012-04,467620,22.5,89
2012-04,466880,22.9,74
2012-05,467571,25.8,79
2012-05,466920,25.9,71
2012-05,467540,26.4,81
2012-05,466900,24.9,80
2012-05,467350,26.1,85
2012-05,467060,24.6,82
2012-05,467110,23.6,86
2012-05,467440,28.0,79
2012-05,467660,26.4,78
2012-05,467480,26.9,78
2012-05,467080,24.6,82
2012-05,466950,23.7,83
2012-05,466990,25.2,78
2012-05,466910,19.7,85
2012-05,467410,27.6,79
2012-05,466930,21.4,83
2012-05,467550,6.1,84
2012-05,467610,25.5,82
2012-05,467770,26.2,79
2012-05,467530,13.2,91
2012-05,467650,21.3,81
2012-05,467490,26.9,74
2012-05,467990,21.3,87
2012-05,467300,26.1,83
2012-05,467590,27.4,78
2012-05,466940,24.9,79
2012-05,467620,24.4,88
2012-05,466880,25.8,71
2012-06,467571,27.8,84
2012-06,466920,27.8,73
2012-06,467540,27.1,86
2012-06,466900,26.7,82
2012-06,467350,27.2,86
2012-06,467060,26.8,84
2012-06,467110,26.4,88
2012-06,467440,28.5,83
2012-06,467660,27.2,83
2012-06,467480,27.9,83
2012-06,467080,27.3,81
2012-06,466950,25.8,90
2012-06,466990,26.9,81
2012-06,466910,21.7,91
2012-06,467410,28.1,84
2012-06,466930,23.3,89
2012-06,467550,7.5,88
2012-06,467610,26.8,88
2012-06,467770,27.5,83
2012-06,467530,14.9,93
2012-06,467650,22.1,89
2012-06,467490,27.8,79
2012-06,467990,24.8,85
2012-06,467300,27.0,86
2012-06,467590,28.2,84
2012-06,466940,27.1,81
2012-06,467620,25.4,93
2012-06,466880,27.7,77
2012-07,467571,29.7,75
2012-07,466920,30.6,65
2012-07,467540,28.1,77
2012-07,466900,29.6,72
2012-07,467350,28.7,80
2012-07,467060,28.9,78
2012-07,467110,29.0,83
2012-07,467440,29.5,77
2012-07,467660,28.6,77
2012-07,467480,29.0,74
2012-07,467080,29.2,80
2012-07,466950,27.8,87
2012-07,466990,28.5,74
2012-07,466910,23.4,84
2012-07,467410,29.3,79
2012-07,466930,25.2,80
2012-07,467550,7.7,77
2012-07,467610,27.8,81
2012-07,467770,29.2,78
2012-07,467530,15.1,90
2012-07,467650,22.9,87
2012-07,467490,29.1,73
2012-07,467990,27.5,83
2012-07,467300,28.5,82
2012-07,467590,28.6,81
2012-07,466940,29.5,73
2012-07,467620,25.8,91
2012-07,466880,30.2,67
2012-08,467571,28.6,80
2012-08,466920,29.2,75
2012-08,467540,28.1,77
2012-08,466900,28.1,79
2012-08,467350,28.0,84
2012-08,467060,28.2,80
2012-08,467110,29.1,80
2012-08,467440,28.1,83
2012-08,467660,28.5,78
2012-08,467480,28.1,81
2012-08,467080,28.5,81
2012-08,466950,27.3,89
2012-08,466990,28.1,76
2012-08,466910,22.6,88
2012-08,467410,28.0,84
2012-08,466930,24.3,84
2012-08,467550,7.2,85
2012-08,467610,27.6,82
2012-08,467770,28.3,80
2012-08,467530,14.5,95
2012-08,467650,22.3,88
2012-08,467490,28.0,77
2012-08,467990,27.6,86
2012-08,467300,27.5,85
2012-08,467590,28.0,86
2012-08,466940,28.6,77
2012-08,467620,25.4,92
2012-08,466880,28.9,73
2012-09,467571,26.8,76
2012-09,466920,27.3,70
2012-09,467540,27.6,74
2012-09,466900,26.3,73
2012-09,467350,27.7,74
2012-09,467060,26.4,76
2012-09,467110,27.1,74
2012-09,467440,28.7,73
2012-09,467660,27.4,76
2012-09,467480,27.6,74
2012-09,467080,26.3,79
2012-09,466950,25.6,81
2012-09,466990,26.8,71
2012-09,466910,20.5,86
2012-09,467410,28.5,68
2012-09,466930,22.2,82
2012-09,467550,7.1,72
2012-09,467610,26.4,79
2012-09,467770,27.1,74
2012-09,467530,13.8,92
2012-09,467650,22.0,85
2012-09,467490,27.6,69
2012-09,467990,25.2,79
2012-09,467300,27.3,76
2012-09,467590,28.1,76
2012-09,466940,27.2,71
2012-09,467620,24.8,87
2012-09,466880,26.9,69
2012-10,467571,23.9,70
2012-10,466920,24.1,67
2012-10,467540,25.4,68
2012-10,466900,22.9,77
2012-10,467350,25.1,68
2012-10,467060,23.6,72
2012-10,467110,23.5,66
2012-10,467440,26.6,69
2012-10,467660,25.2,69
2012-10,467480,24.5,72
2012-10,467080,23.1,76
2012-10,466950,23.2,71
2012-10,466990,24.3,71
2012-10,466910,17.0,86
2012-10,467410,25.6,69
2012-10,466930,18.8,82
2012-10,467550,7.1,50
2012-10,467610,24.7,71
2012-10,467770,23.7,71
2012-10,467530,12.1,78
2012-10,467650,19.7,81
2012-10,467490,24.9,64
2012-10,467990,21.6,73
2012-10,467300,24.9,71
2012-10,467590,26.0,69
2012-10,466940,23.9,69
2012-10,467620,22.7,80
2012-10,466880,23.8,66
2012-11,467571,21.0,79
2012-11,466920,21.2,74
2012-11,467540,23.7,72
2012-11,466900,20.3,83
2012-11,467350,23.0,74
2012-11,467060,20.4,84
2012-11,467110,19.8,76
2012-11,467440,24.9,75
2012-11,467660,23.0,76
2012-11,467480,22.2,80
2012-11,467080,20.3,86
2012-11,466950,20.0,78
2012-11,466990,21.4,79
2012-11,466910,15.0,91
2012-11,467410,23.6,74
2012-11,466930,16.7,88
2012-11,467550,2.6,78
2012-11,467610,22.2,81
2012-11,467770,21.4,80
2012-11,467530,10.5,88
2012-11,467650,18.3,83
2012-11,467490,22.3,71
2012-11,467990,17.7,77
2012-11,467300,23.3,74
2012-11,467590,24.5,74
2012-11,466940,21.1,75
2012-11,467620,21.2,91
2012-11,466880,21.1,74
2012-12,467571,17.3,82
2012-12,466920,17.8,77
2012-12,467540,21.4,71
2012-12,466900,17.0,84
2012-12,467350,19.0,77
2012-12,467060,17.5,85
2012-12,467110,15.2,77
2012-12,467440,21.1,74
2012-12,467660,20.3,76
2012-12,467480,18.4,81
2012-12,467080,17.3,86
2012-12,466950,16.9,81
2012-12,466990,18.8,78
2012-12,466910,11.6,94
2012-12,467410,19.5,72
2012-12,466930,13.2,89
2012-12,467550,0.1,76
2012-12,467610,19.5,81
